100
20

31.700001	91.199997	
18.000000	20.799999	
67.500000	21.500000	
26.400000	22.600000	
54.799999	65.500000	
80.000000	9.200000	
60.700001	88.300003	
72.300003	96.500000	
11.800000	49.599998	
3.400000	71.400002	
98.900002	59.400002	
0.800000	84.199997	
66.599998	9.000000	
5.300000	85.300003	
14.700000	92.500000	
15.300000	29.200001	
39.799999	24.500000	
92.900002	17.200001	
44.500000	61.900002	
56.599998	73.000000	
60.099998	71.000000	
11.800000	36.200001	
17.600000	31.600000	
85.000000	39.799999	
25.500000	22.600000	
66.400002	68.599998	
71.099998	16.200001	
31.500000	64.199997	
69.599998	91.500000	
98.300003	12.800000	
56.000000	46.500000	
13.400000	94.099998	
77.300003	7.600000	
12.700000	48.799999	
38.700001	68.900002	
25.100000	12.900000	
90.199997	2.600000	
87.300003	40.299999	
95.699997	32.700001	
81.400002	39.299999	
88.300003	36.700001	
90.300003	27.600000	
80.599998	40.200001	
89.400002	30.000000	
86.199997	24.299999	
89.699997	35.400002	
89.699997	36.400002	
94.099998	35.700001	
87.500000	38.400002	
90.599998	29.000000	
83.099998	38.099998	
91.300003	40.299999	
92.300003	27.200001	
88.000000	33.500000	
80.800003	35.200001	
86.000000	24.700001	
84.699997	35.700001	
79.199997	40.799999	
92.400002	34.500000	
95.000000	27.900000	
89.199997	36.400002	
90.400002	33.200001	
85.699997	31.299999	
92.000000	27.600000	
36.200001	69.300003	
29.400000	65.099998	
41.900002	52.900002	
42.900002	53.099998	
41.599998	53.799999	
42.099998	53.500000	
34.900002	69.400002	
45.500000	69.400002	
29.600000	62.599998	
37.200001	54.299999	
37.799999	64.199997	
40.599998	54.500000	
38.500000	69.500000	
30.900000	65.599998	
31.600000	60.500000	
31.900000	57.599998	
32.200001	58.700001	
37.599998	65.400002	
38.299999	67.300003	
44.500000	59.099998	
41.900002	65.099998	
38.000000	61.099998	
45.900002	65.000000	
41.200001	69.000000	
44.000000	69.400002	
36.400002	59.400002	
31.900000	54.400002	
35.900002	65.199997	
28.799999	64.800003	
88.099998	67.199997	
81.500000	66.800003	
92.000000	68.500000	
85.599998	61.000000	
84.500000	62.900002	
90.000000	65.199997	
83.400002	61.799999	
89.000000	65.800003	
87.900002	60.599998	
87.900002	72.400002	
84.400002	67.900002	
93.300003	70.500000	
84.900002	67.699997	
82.099998	60.400002	
85.300003	62.500000	
86.900002	62.799999	
82.699997	69.900002	
93.500000	66.400002	
82.300003	74.500000	
81.400002	73.099998	
92.599998	72.800003	
88.900002	72.800003	
84.199997	68.500000	
87.800003	66.599998	
91.500000	68.300003	
86.500000	71.400002	
93.000000	65.000000	

150

2864
2864
2864
2864
2864
2864
2864
2864
2864
2864
2864
2864
2864
2864
2864
2864
2864
2864
2864
2864

12
10
20
12
12
13
17
19
17
12
15
18
10
10
19
12
18
20
13
16
12
20
18
11
19
11
20
19
10
18
13
12
18
19
18
12
16
11
16
12
10
11
10
18
20
15
14
13
16
16
13
11
10
13
11
11
16
10
15
20
11
14
12
12
17
14
10
11
13
13
15
10
13
14
11
16
10
18
20
10
14
19
12
20
14
17
16
11
18
10
19
10
14
19
16
12
10
16
13
15

100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100

10.000000

1

