100
10

85.300003	17.100000	
28.400000	63.500000	
18.900000	28.000000	
63.700001	63.000000	
4.400000	79.900002	
1.300000	99.800003	
44.299999	20.500000	
92.699997	54.599998	
33.799999	59.700001	
83.500000	12.100000	
66.699997	52.299999	
69.199997	59.799999	
73.199997	59.099998	
63.799999	55.700001	
66.800003	50.700001	
73.099998	57.400002	
75.599998	53.799999	
70.300003	54.500000	
70.400002	52.299999	
67.800003	57.099998	
67.500000	59.099998	
74.300003	58.799999	
62.400002	52.099998	
68.699997	58.500000	
70.800003	58.200001	
70.300003	51.299999	
68.400002	51.599998	
70.400002	51.400002	
68.000000	54.200001	
67.199997	50.599998	
64.500000	63.000000	
6.800000	96.300003	
1.100000	97.900002	
5.700000	99.800003	
0.000000	99.900002	
0.000000	90.599998	
3.200000	90.800003	
7.300000	98.199997	
0.000000	94.800003	
2.200000	99.900002	
6.800000	91.400002	
2.200000	95.000000	
2.000000	91.599998	
0.000000	95.000000	
0.000000	99.900002	
8.400000	94.199997	
2.900000	90.500000	
8.400000	96.099998	
3.700000	99.400002	
29.100000	99.900002	
33.000000	94.300003	
24.500000	93.000000	
31.000000	93.400002	
33.799999	90.599998	
34.000000	99.599998	
30.100000	99.000000	
24.900000	89.599998	
31.000000	94.699997	
29.000000	93.099998	
36.200001	94.300003	
26.299999	98.699997	
26.100000	93.099998	
31.299999	99.900002	
33.599998	97.099998	
36.400002	99.900002	
32.400002	91.800003	
30.900000	90.300003	
28.299999	93.300003	
28.600000	99.900002	
24.600000	97.300003	
36.900002	90.099998	
83.099998	22.700001	
71.900002	20.500000	
76.500000	20.900000	
77.400002	24.799999	
71.900002	22.000000	
72.500000	23.299999	
74.900002	30.100000	
78.800003	23.200001	
82.300003	21.799999	
80.199997	30.400000	
73.500000	17.900000	
78.400002	17.400000	
74.800003	30.600000	
72.599998	29.900000	
75.099998	18.299999	
78.800003	24.700001	
80.000000	30.500000	
73.400002	25.400000	
81.599998	28.700001	
99.900002	6.200000	
99.199997	9.100000	
99.900002	7.900000	
99.199997	0.000000	
99.900002	0.000000	
95.599998	8.500000	
95.000000	4.500000	
99.900002	6.100000	
93.900002	0.000000	
97.900002	0.000000	
97.599998	0.000000	
99.900002	9.400000	
99.900002	2.000000	
99.900002	0.000000	
96.199997	0.900000	
97.400002	4.600000	
99.800003	0.700000	
95.300003	2.000000	
98.800003	3.500000	
95.000000	3.600000	

150

2946
2946
2946
2946
2946
2946
2946
2946
2946
2946

15
10
15
11
19
10
18
18
16
15
14
12
16
14
12
13
13
19
12
20
17
16
15
15
16
15
12
20
14
19
20
16
10
13
16
17
11
13
16
14
17
15
16
16
11
16
12
10
11
16
17
16
15
15
20
20
10
14
18
11
18
10
10
12
19
15
17
11
12
12
13
20
18
10
13
17
19
13
14
11
11
16
18
18
20
11
10
20
13
20
17
16
13
12
11
16
10
16
18
10

100
100
100
100
100
100
100
100
100
100

10.000000

1

