2 100 20 3
1200.0 75.0
1 -10.6 5.5 0.0 45.1 0.0 0.0 0.0 0.0 0.0
2 0.9 -10.1 0.0 17.0 0.0 0.0 0.0 0.0 0.0
3 -0.2 2.4 0.0 10.4 0.0 0.0 0.0 0.0 0.0
4 -13.3 14.9 0.0 20.9 0.0 0.0 0.0 0.0 0.0
5 -0.1 4.4 0.0 14.1 0.0 0.0 0.0 0.0 0.0
6 9.2 9.1 0.0 24.0 0.0 0.0 0.0 0.0 0.0
7 -8.4 -8.7 0.0 9.2 0.0 0.0 0.0 0.0 0.0
8 -0.1 11.8 0.0 11.6 0.0 0.0 0.0 0.0 0.0
9 0.6 -10.1 0.0 33.7 0.0 0.0 0.0 0.0 0.0
10 -6.6 -1.6 0.0 32.9 0.0 0.0 0.0 0.0 0.0
11 7.9 4.8 0.0 25.7 0.0 0.0 0.0 0.0 0.0
12 4.0 -9.9 0.0 9.5 0.0 0.0 0.0 0.0 0.0
13 8.3 11.7 0.0 39.3 0.0 0.0 0.0 0.0 0.0
14 -2.7 4.5 0.0 23.1 0.0 0.0 0.0 0.0 0.0
15 5.3 -13.3 0.0 13.6 0.0 0.0 0.0 0.0 0.0
16 1.6 -7.2 0.0 33.6 0.0 0.0 0.0 0.0 0.0
17 16.9 16.7 0.0 34.1 0.0 0.0 0.0 0.0 0.0
18 -23.4 19.5 0.0 19.8 0.0 0.0 0.0 0.0 0.0
19 -19.2 -22.5 0.0 24.7 0.0 0.0 0.0 0.0 0.0
20 16.8 -22.1 0.0 22.6 0.0 0.0 0.0 0.0 0.0
21 15.7 20.0 0.0 159.0 0.0 0.0 0.0 0.0 0.0
22 -19.6 20.0 0.0 172.0 0.0 0.0 0.0 0.0 0.0
23 19.9 -24.7 0.0 189.0 0.0 0.0 0.0 0.0 0.0
