200
10

14	28
29	35
1	28
12	30
43	34
14	26
30	43
7	32
4	28
6	34

7	11
18	14
24	15
5	5
4	11
2	18
11	8
12	3
21	19
14	9
25	17
25	16
11	19
12	4
21	16
12	2
23	17
20	18
18	20
20	7
8	6
5	8
9	18
20	2
12	3
22	17
12	8
3	16
12	6
24	1
16	18
4	12
13	15
16	13
9	2
2	7
17	11
16	16
6	11
7	14
1	5
17	12
8	11
12	4
19	3
7	6
13	18
7	17
8	17
8	14
7	5
21	2
21	14
7	10
25	18
14	5
21	13
22	5
6	8
19	2
11	5
14	16
7	18
25	16
15	9
14	38
12	41
20	47
14	43
13	46
6	38
4	35
6	35
20	30
14	34
18	45
22	45
9	31
6	48
8	42
23	34
8	50
15	37
13	30
20	31
2	43
3	48
14	47
21	45
5	31
7	34
20	46
15	40
17	42
11	32
2	30
23	40
1	39
1	47
14	37
14	48
3	47
14	48
3	50
9	50
4	35
3	43
14	31
5	45
20	42
16	44
4	44
11	31
14	40
19	35
7	46
3	44
5	30
1	50
2	33
19	43
6	34
8	47
7	44
12	36
12	49
5	45
7	46
10	36
3	43
35	39
26	31
47	28
32	24
45	40
42	16
50	36
34	22
48	13
32	16
37	29
49	24
27	26
50	30
49	11
34	18
32	18
26	28
33	16
43	21
42	26
47	40
34	15
48	38
38	32
44	15
31	25
44	29
49	17
48	39
34	29
33	23
34	27
36	21
29	30
33	27
28	23
45	38
29	32
40	36
35	16
44	30
27	22
47	33
30	15
36	29
28	13
37	40
31	17
32	13
32	31
32	35
33	23
30	27
49	20
40	38
38	36
33	38
35	18
43	39
44	29
48	36
44	35
42	29
30	32
36	17
41	24
28	28
27	21
50	32

70

980
910
1050
1120
1050
980
980
1050
1190
1120

11
11
13
20
16
12
11
19
12
18
12
15
19
15
15
18
19
12
19
11
18
16
13
20
13
15
16
18
16
14
11
14
11
18
11
15
17
14
20
17
17
18
17
11
13
18
11
19
20
16
19
15
13
16
16
20
13
15
16
20
17
14
11
13
14
15
11
16
11
15
15
14
13
14
11
20
13
14
19
16
12
16
17
14
20
14
16
12
13
15
13
14
14
12
18
12
20
15
19
18
20
19
19
15
15
16
12
17
16
19
16
13
18
19
20
19
12
19
14
18
15
12
17
15
13
13
16
18
14
17
18
15
11
11
16
13
11
19
16
19
15
11
20
19
13
19
17
19
13
16
16
17
15
11
18
11
16
18
17
13
13
18
17
12
13
12
19
12
15
16
15
12
15
11
20
17
19
16
16
13
17
18
18
14
14
13
11
17
18
18
18
13
20
16
12
14
12
13
18
15

87724
119186
113217
82534
120402
79185
106119
104138
117571
72941

1000

0

