100
10

13	47
14	2
43	14
23	46
17	33
23	8
13	4
19	27
24	40
27	15

9	5
3	17
17	14
12	21
14	4
4	10
12	11
7	14
12	19
2	11
15	20
8	13
9	15
4	12
5	21
19	3
14	10
12	4
11	11
2	12
9	15
24	10
13	21
16	16
16	1
14	10
6	17
14	10
21	13
16	4
2	38
11	47
1	44
10	36
12	47
17	36
3	40
12	38
20	33
6	32
1	47
15	42
23	36
7	40
8	34
13	38
12	42
7	44
13	30
21	44
20	47
18	30
24	40
5	37
10	36
16	36
12	37
10	49
23	49
11	38
36	11
47	22
28	25
44	24
44	24
50	34
48	16
39	11
49	29
43	29
46	40
30	25
41	28
32	31
27	24
42	18
46	19
26	24
32	23
28	30
37	37
36	22
48	38
31	22
33	27
26	27
29	19
26	23
34	21
47	12
43	17
36	39
29	18
39	12
46	14
34	24
40	14
47	21
33	27
41	33

150

490
420
490
560
560
560
420
560
490
490

12
16
17
19
20
11
11
11
13
19
12
18
14
16
19
20
15
18
14
19
14
16
19
16
13
18
15
19
11
13
18
16
13
19
14
15
14
17
15
17
15
16
11
19
17
16
12
20
15
18
16
13
18
17
16
17
15
16
12
13
15
12
13
13
18
17
17
15
15
16
20
12
15
13
12
14
17
16
14
17
15
18
13
13
13
18
16
18
12
13
15
14
16
16
18
11
14
19
11
18

53307
48198
49141
43129
59724
57221
44009
52429
50925
43853

1000

0

