200
10

9	18
7	39
22	18
30	22
43	28
46	6
3	39
46	36
38	26
34	33

4	24
17	17
22	22
19	10
17	28
24	20
11	15
7	19
9	19
24	6
1	17
20	8
7	10
15	8
7	19
9	9
12	24
8	24
22	13
7	8
19	15
22	4
15	28
18	13
19	21
2	15
23	8
8	9
23	11
11	16
24	20
10	27
16	16
20	28
5	27
18	22
17	11
1	1
4	23
23	7
16	27
13	18
2	3
10	25
6	9
11	26
19	24
8	2
13	21
22	25
14	15
13	12
2	27
12	28
18	11
14	27
15	16
9	1
8	28
9	12
6	18
10	3
22	23
5	26
15	9
6	19
21	25
18	16
7	22
23	23
25	22
24	5
24	28
22	14
13	16
21	4
12	22
3	1
17	26
11	16
24	4
14	22
23	9
16	9
1	10
26	18
21	14
16	10
17	17
1	2
18	23
22	2
4	10
6	28
15	28
21	22
8	3
8	24
25	20
2	16
26	29
36	45
34	41
41	43
32	46
47	27
29	33
49	49
30	46
33	38
31	32
38	29
30	27
47	49
33	33
31	49
38	49
44	26
46	46
35	30
29	27
30	31
31	31
26	34
30	47
48	36
37	46
30	30
44	31
42	32
37	28
45	50
32	27
34	34
38	29
44	44
30	24
48	35
37	30
36	44
33	26
32	47
31	48
49	25
41	36
47	37
49	38
41	47
48	36
39	49
25	36
48	44
50	50
41	44
40	36
45	27
36	26
46	28
40	38
27	38
31	44
41	31
39	36
30	40
40	38
42	32
50	43
37	40
42	39
48	43
35	40
31	35
27	40
43	50
46	27
39	37
43	30
25	46
30	33
34	25
29	27
44	31
32	45
39	36
30	34
32	27
47	49
33	33
36	33
50	31
33	42
39	34
42	24
50	38
25	30
33	45
29	48
49	48
47	49
39	28

150

910
910
980
1260
980
980
1260
980
980
910

18
13
17
18
18
15
16
12
14
11
12
17
17
12
18
17
12
16
19
20
14
15
17
13
20
16
18
19
15
18
12
16
18
16
17
15
12
20
14
20
19
13
12
18
15
13
17
12
13
20
17
12
12
17
17
16
17
15
20
15
16
15
13
16
11
18
11
14
13
16
18
15
14
15
14
11
12
11
15
14
20
20
17
14
18
13
16
18
16
16
14
17
15
15
13
20
12
11
11
15
20
20
12
19
12
13
16
17
16
12
13
19
11
19
16
11
11
11
17
15
17
11
19
12
17
12
18
16
19
18
17
16
15
17
16
17
20
13
18
14
20
13
19
19
12
20
20
11
17
11
17
17
20
14
13
15
12
11
18
15
16
15
14
19
16
17
15
19
11
18
18
13
20
15
17
20
17
13
20
20
15
17
11
11
12
13
19
15
13
14
11
14
19
12
17
20
13
12
14
20

113643
122606
119472
74099
115071
126029
116192
92628
124463
109765

1000

0

