100
5

2	19
37	22
32	42
3	40
11	12

12	5
20	17
7	16
18	9
21	3
18	21
4	18
14	3
3	9
2	6
8	20
21	28
20	5
13	3
15	9
18	10
20	8
14	24
4	9
17	9
15	2
19	4
15	11
4	3
21	5
19	3
6	13
17	28
17	7
22	17
5	14
17	1
18	13
4	21
8	10
7	5
10	24
10	9
6	21
5	4
8	19
9	14
14	6
12	28
24	8
25	20
10	14
26	4
25	22
26	14
38	43
37	30
37	48
34	39
35	49
50	32
39	27
27	25
36	43
32	25
37	42
46	41
32	44
41	24
44	48
27	30
34	46
36	34
39	41
25	31
33	41
29	32
50	44
47	37
27	24
34	45
44	42
28	47
30	24
43	39
41	35
27	31
36	32
35	24
40	27
30	44
30	41
35	30
32	35
28	40
34	34
25	36
35	32
27	43
30	30
38	30
41	40
32	47
27	27
46	25

70

700
770
770
770
840

11
16
18
18
19
11
12
13
14
18
17
17
13
17
17
13
17
15
20
11
16
18
14
18
15
14
20
20
17
15
19
17
14
17
13
19
15
14
11
15
19
14
17
11
12
16
11
13
20
12
12
18
12
11
20
17
19
16
18
14
18
18
14
11
13
18
13
17
16
17
20
17
11
16
13
17
13
19
14
20
18
13
20
20
20
15
11
19
11
16
19
11
18
11
15
20
16
13
11
16

44362
58290
57995
52453
44251

1000

0

