100
5

1	13
46	4
2	3
13	19
3	37

31	6
36	20
9	19
47	42
28	20
38	43
41	4
36	30
4	10
43	16
33	45
39	30
6	40
50	20
48	14
34	34
49	3
26	14
28	44
21	38
34	11
41	32
44	46
27	48
2	36
34	32
50	27
36	26
16	17
8	10
45	28
49	11
28	10
9	10
39	50
33	31
20	8
39	48
29	3
43	32
34	9
42	40
25	49
27	4
29	37
28	32
42	8
18	22
20	33
28	48
35	19
49	36
49	35
25	25
6	5
6	24
38	28
24	27
49	48
7	44
18	44
45	46
23	15
17	47
47	18
5	18
5	47
41	47
5	2
24	49
32	46
48	43
20	35
20	38
9	29
29	2
26	20
26	11
16	26
34	43
1	2
48	14
34	44
41	32
41	13
46	7
7	34
8	34
9	11
3	15
35	9
1	11
17	34
20	42
46	30
9	43
45	8
45	31
50	37
38	39

70

770
700
770
770
770

18
17
14
11
15
16
11
12
14
19
17
16
20
13
11
17
17
19
12
13
20
14
13
16
13
16
18
14
13
11
16
19
20
16
19
14
16
18
11
19
12
16
20
12
12
13
12
18
20
20
15
12
16
15
12
18
15
13
17
15
20
14
15
17
13
12
17
19
16
20
11
13
17
19
15
18
12
16
16
16
13
19
20
20
18
20
14
20
18
13
20
15
15
15
14
17
20
18
19
18

41688
45698
45977
52810
45504

1000

0

