100
10

2	45
27	37
38	16
41	10
41	40
16	11
17	12
45	45
21	32
21	47

21	13
12	24
12	25
25	25
24	7
25	12
3	21
12	1
9	6
16	8
24	9
14	8
5	21
19	17
25	8
11	15
20	5
19	13
25	10
3	23
2	8
1	3
19	6
3	14
24	21
1	24
15	6
20	27
26	2
9	16
23	16
6	20
20	2
4	19
22	8
3	12
25	8
12	26
4	17
21	16
22	11
21	24
7	5
3	8
22	4
24	14
4	24
25	14
1	28
12	9
43	48
34	24
27	25
48	26
25	32
34	48
27	33
45	24
45	26
28	44
38	42
42	26
25	41
28	33
36	33
38	28
39	45
42	31
43	28
29	43
29	26
29	42
38	34
46	28
30	24
50	30
44	26
45	49
49	43
50	27
43	33
29	49
40	37
36	31
46	45
49	46
45	41
28	36
43	50
45	48
48	27
33	24
48	33
39	38
45	49
27	26
33	44
33	29
32	46
40	35

150

490
560
560
490
490
560
560
490
420
490

16
18
15
19
14
18
13
11
13
13
16
13
18
19
16
20
20
15
15
17
17
18
17
15
11
13
15
11
18
13
17
20
11
12
19
16
18
16
17
16
12
14
18
20
16
16
15
12
19
11
11
12
15
14
13
12
12
12
12
13
19
14
15
15
14
16
13
11
19
20
19
19
18
11
18
13
19
16
19
11
11
15
15
16
17
11
13
17
20
17
18
20
20
18
13
20
14
11
12
11

46382
54917
51287
49367
44212
50457
55271
52516
48721
57295

1000

0

